Tribunal;Processo;Ano;Codigos assuntos;Polo ativo;Polo ativo - Natureza juridica;Polo passivo;Polo passivo - Natureza juridica
TRF5;0001287-95.2021.4.05.8500;2025;{12494};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0007590-91.2022.4.05.8500;2025;{12494};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0000197-81.2023.4.05.8500;2024;{12494};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0008629-89.2023.4.05.8500;2025;{12494};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0002885-84.2021.4.05.8500;2024;{12494};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0012211-63.2024.4.05.8500;2024;{12484};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0009621-16.2024.4.05.8500;2024;{12484};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0001112-33.2023.4.05.8500;2025;{12500};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0008737-55.2022.4.05.8500;2024;{12494};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0018243-84.2024.4.05.8500;2024;{12487};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0011677-56.2023.4.05.8500;2025;{12494};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0015410-30.2023.4.05.8500;2025;{12495};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0011128-80.2022.4.05.8500;2024;{12494};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0008892-58.2022.4.05.8500;2024;{12500};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE,ESTADO DE SERGIPE,MUNICIPIO DE SAO CRISTOVAO,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0002840-46.2022.4.05.8500;2024;{12494};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0001153-34.2022.4.05.8500;2024;{8843,9196,10437,12503};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0004695-26.2023.4.05.8500;2024;{12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0001223-80.2024.4.05.8500;2024;{12493};;;{ESTADO DE SERGIPE,ESTADO DE SERGIPE};{ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0007901-48.2023.4.05.8500;2024;{12493};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,ESTADO DA PARAIBA,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ESTADO OU DISTRITO FEDERAL,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0007022-75.2022.4.05.8500;2024;{12495};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0009469-65.2024.4.05.8500;2024;{12484};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0006428-90.2024.4.05.8500;2024;{12491};;;{INSTITUTO NACIONAL DO SEGURO SOCIAL};{AUTARQUIA FEDERAL}
TRF5;0000206-43.2023.4.05.8500;2024;{12494};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0000800-23.2024.4.05.8500;2024;{12495};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0018588-84.2023.4.05.8500;2024;{12498};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0006206-59.2023.4.05.8500;2024;{12487};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE,ESTADO DE SERGIPE,MUNICIPIO DE NOSSA SENHORA DO SOCORRO,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0000669-82.2023.4.05.8500;2024;{12500};;;{ADVOCACIA GERAL DA UNIAO,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,EMPRESA PUBLICA,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0010918-29.2022.4.05.8500;2024;{12513};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,MUNICIPIO DE NOSSA SENHORA DO SOCORRO,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0014977-60.2022.4.05.8500;2025;{12493};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0018887-27.2024.4.05.8500;2024;{12484};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE,MUNICIPIO DE NOSSA SENHORA DO SOCORRO,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0010882-84.2022.4.05.8500;2025;{12494};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE,ESTADO DE SERGIPE,MUNICIPIO DE NOSSA SENHORA DO SOCORRO,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0013019-05.2023.4.05.8500;2024;{12495};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0001801-77.2023.4.05.8500;2025;{12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0006755-35.2024.4.05.8500;2024;{12484};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0013666-97.2023.4.05.8500;2025;{12495};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0013918-37.2022.4.05.8500;2024;{12495};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0009111-71.2022.4.05.8500;2024;{12494};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE,ESTADO DE SERGIPE,MUNICIPIO DE NOSSA SENHORA DO SOCORRO,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0002597-39.2021.4.05.8500;2024;{12495};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE ARACAJU,ESTADO DE SERGIPE,ESTADO DE SERGIPE,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0011569-27.2023.4.05.8500;2024;{12494};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE,ESTADO DE SERGIPE,MUNICIPIO DE NOSSA SENHORA DO SOCORRO,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0007464-70.2024.4.05.8500;2024;{12491};;;{INSTITUTO NACIONAL DO SEGURO SOCIAL};{AUTARQUIA FEDERAL}
TRF5;0008601-87.2024.4.05.8500;2024;{12518};;;{INSTITUTO NACIONAL DO SEGURO SOCIAL};{AUTARQUIA FEDERAL}
TRF5;0800367-80.2024.4.05.8501;2024;{12495};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0800040-38.2024.4.05.8501;2024;{14759};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE,ESTADO DE SERGIPE};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0800004-93.2024.4.05.8501;2024;{14759};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE,ESTADO DE SERGIPE};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0800491-63.2024.4.05.8501;2024;{12496};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0800438-82.2024.4.05.8501;2024;{12496,12495};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0800625-90.2024.4.05.8501;2024;{12495};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0800335-75.2024.4.05.8501;2024;{12496,12494};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE,ESTADO DE SERGIPE};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0800012-70.2024.4.05.8501;2024;{14759};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE,ESTADO DE SERGIPE};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0800333-08.2024.4.05.8501;2024;{12416,12496,12494,12495};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE,ESTADO DE SERGIPE};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0800196-26.2024.4.05.8501;2024;{12496,12513,10671};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE,ESTADO DE SERGIPE};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0800191-04.2024.4.05.8501;2024;{14759};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE,ESTADO DE SERGIPE};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0800164-21.2024.4.05.8501;2024;{12496,12495};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE,ESTADO DE SERGIPE,MUNICIPIO DE ITABAIANA};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0800590-33.2024.4.05.8501;2024;{12496,12495};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0800217-02.2024.4.05.8501;2024;{12496,12493,12487};;;{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0800556-58.2024.4.05.8501;2024;{12494};;;{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0800528-90.2024.4.05.8501;2024;{12496,12416,9196,10671};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE,MUNICIPIO DE ITABAIANA};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0800448-29.2024.4.05.8501;2024;{12487};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0800103-63.2024.4.05.8501;2024;{10880,12494};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE,ESTADO DE SERGIPE};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0800115-77.2024.4.05.8501;2024;{12496,12416};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE,ESTADO DE SERGIPE,MUNICIPIO DE POCO REDONDO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0800373-87.2024.4.05.8501;2024;{9196,12496};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE,MUNICIPIO DE POCO REDONDO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0800372-05.2024.4.05.8501;2024;{12496,9196};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE,MUNICIPIO DE POCO REDONDO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0800636-22.2024.4.05.8501;2024;{12496};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE,MUNICIPIO DE ITABAIANA};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0800277-72.2024.4.05.8501;2024;{12513,12498};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE,ESTADO DE SERGIPE};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0800103-63.2024.4.05.8501;2024;{10880,12494};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE,ESTADO DE SERGIPE};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0800603-32.2024.4.05.8501;2024;{12496,12495};;;{ESTADO DE SERGIPE};{ESTADO OU DISTRITO FEDERAL}
TRF5;0003889-51.2024.4.05.8501;2024;{9196,12493};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE,MUNICIPIO DE NOSSA SENHORA DA GLORIA,UNIAO FEDERAL,FUNDO MUNICIPAL DE SAUDE DE NOSSA SENHORA DA GLORIA,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ND,FUNDO PUBLICO DA ADMINISTRACAO DIRETA MUNICIPAL,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0004494-94.2024.4.05.8501;2024;{12495};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE SERGIPE,MUNICIPIO DE NOSSA SENHORA DAS DORES,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0001727-83.2024.4.05.8501;2024;{12494};;;{ADVOCACIA GERAL DA UNIAO,UNIAO FEDERAL,CONTROLADORIA-GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ND,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
