Tribunal;Processo;Ano;Codigos assuntos;Polo ativo;Polo ativo - Natureza juridica;Polo passivo;Polo passivo - Natureza juridica
TRF5;0804812-92.2024.4.05.8000;2024;{12487};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0803408-06.2024.4.05.8000;2024;{12496};;;{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0800438-96.2025.4.05.8000;2025;{12488,12489};;;{CAIXA ECONOMICA FEDERAL};{EMPRESA PUBLICA}
TRF5;0807965-36.2024.4.05.8000;2024;{12495};;;{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0808737-96.2024.4.05.8000;2024;{12495};;;{ADVOCACIA GERAL DA UNIAO,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,MUNICIPIO}
TRF5;0809119-89.2024.4.05.8000;2024;{9524,9196,12494};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0808292-78.2024.4.05.8000;2024;{12503};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE RIO LARGO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0807856-22.2024.4.05.8000;2024;{12496,12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0803996-13.2024.4.05.8000;2024;{12494};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0802731-73.2024.4.05.8000;2024;{12495};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0802320-30.2024.4.05.8000;2024;{12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,EMPRESA PUBLICA,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0800710-27.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO,HOSPITAL UNIVERSITARIO ALBERTO ANTUNES};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,EMPRESA PUBLICA,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ND}
TRF5;0802126-30.2024.4.05.8000;2024;{12496,12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0807505-49.2024.4.05.8000;2024;{12494};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,EMPRESA PUBLICA,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0802942-12.2024.4.05.8000;2024;{12496,12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,EMPRESA PUBLICA,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0804150-31.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0804527-02.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0807289-88.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0803114-51.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO,SANTA CASA DE MISERICORDIA DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ASSOCIACAO PRIVADA}
TRF5;0802876-32.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0806274-84.2024.4.05.8000;2024;{12496,12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,UNIVERSIDADE FEDERAL DE ALAGOAS,MUNICIPIO DE RIO LARGO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,AUTARQUIA FEDERAL,MUNICIPIO}
TRF5;0806533-79.2024.4.05.8000;2024;{12500,12503};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0806559-77.2024.4.05.8000;2024;{12496,12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE PENEDO,SANTA CASA DE MISERICORDIA DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ASSOCIACAO PRIVADA}
TRF5;0806326-80.2024.4.05.8000;2024;{12496,12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE IGREJA NOVA,SANTA CASA DE MISERICORDIA DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ASSOCIACAO PRIVADA}
TRF5;0803867-08.2024.4.05.8000;2024;{12512};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0800940-69.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0801355-18.2025.4.05.8000;2025;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0800103-14.2024.4.05.8000;2024;{12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0801689-52.2025.4.05.8000;2025;{12503};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0801492-34.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0805256-28.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO,SANTA CASA DE MISERICORDIA DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ASSOCIACAO PRIVADA}
TRF5;0809520-88.2024.4.05.8000;2024;{12496,12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO,SANTA CASA DE MISERICORDIA DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ASSOCIACAO PRIVADA}
TRF5;0803929-48.2024.4.05.8000;2024;{12495};;;{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0803466-09.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO,SANTA CASA DE MISERICORDIA DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ASSOCIACAO PRIVADA}
TRF5;0800138-71.2024.4.05.8000;2024;{12495};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0810515-04.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE BOCA DA MATA};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0810227-56.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE ATALAIA};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0808672-04.2024.4.05.8000;2024;{12493,12494,12487};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0808826-22.2024.4.05.8000;2024;{14759};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0800581-85.2025.4.05.8000;2025;{12495};;;{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0801102-30.2025.4.05.8000;2025;{12502};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0804399-79.2024.4.05.8000;2024;{12502};;;{CAIXA ECONOMICA FEDERAL};{EMPRESA PUBLICA}
TRF5;0807916-92.2024.4.05.8000;2024;{14759};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0808135-08.2024.4.05.8000;2024;{12494};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0808975-86.2022.4.05.8000;2024;{12503};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO,HOSPITAL UNIVERSITARIO ALBERTO ANTUNES};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,EMPRESA PUBLICA,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ND}
TRF5;0805006-63.2022.4.05.8000;2024;{12513};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0801060-15.2024.4.05.8000;2024;{12496,12495,12487};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0813810-83.2023.4.05.8000;2024;{12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0803880-07.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0803176-91.2024.4.05.8000;2024;{12487};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0802274-41.2024.4.05.8000;2024;{12487};;;{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0800045-11.2024.4.05.8000;2024;{12487};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0806184-76.2024.4.05.8000;2024;{12503};{DEFENSORIA PUBLICA DA UNIAO,DEFENSORIA PUBLICA GERAL DO ESTADO DE ALAGOAS};{ORGAO PUBLICO AUTONOMO FEDERAL,ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0805326-45.2024.4.05.8000;2024;{14759};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0810152-17.2024.4.05.8000;2024;{12489,12503};;;{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0810483-96.2024.4.05.8000;2024;{12512,12416};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE PILAR};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0800763-08.2024.4.05.8000;2024;{8843,9196,12502,12503};;;{CAIXA ECONOMICA FEDERAL};{EMPRESA PUBLICA}
TRF5;0807493-35.2024.4.05.8000;2024;{14759};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0809015-97.2024.4.05.8000;2024;{12493};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0806071-25.2024.4.05.8000;2024;{12500,12496};;;{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0809483-61.2024.4.05.8000;2024;{12503};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0801089-65.2024.4.05.8000;2024;{12496,12494};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0807034-33.2024.4.05.8000;2024;{12502,12503};;;{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0806797-96.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0806282-61.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO,SANTA CASA DE MISERICORDIA DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ASSOCIACAO PRIVADA}
TRF5;0801789-41.2024.4.05.8000;2024;{12502};;;{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0806154-41.2024.4.05.8000;2024;{12502};;;{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0802673-70.2024.4.05.8000;2024;{12496,12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO,SANTA CASA DE MISERICORDIA DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ASSOCIACAO PRIVADA}
TRF5;0807524-55.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO,SANTA CASA DE MISERICORDIA DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ASSOCIACAO PRIVADA}
TRF5;0806919-12.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL}
TRF5;0806773-68.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO,SANTA CASA DE MISERICORDIA DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ASSOCIACAO PRIVADA}
TRF5;0809017-67.2024.4.05.8000;2024;{12496,12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO,SANTA CASA DE MISERICORDIA DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ASSOCIACAO PRIVADA}
TRF5;0804936-75.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE BARRA DE SAO MIGUEL};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0806295-60.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO,SANTA CASA DE MISERICORDIA DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ASSOCIACAO PRIVADA}
TRF5;0804254-23.2024.4.05.8000;2024;{12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO,SANTA CASA DE MISERICORDIA DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ASSOCIACAO PRIVADA}
TRF5;0810518-56.2024.4.05.8000;2024;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0806735-56.2024.4.05.8000;2024;{14759};;;{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0806745-03.2024.4.05.8000;2024;{14759};;;{ADVOCACIA GERAL DA UNIAO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL}
TRF5;0804120-93.2024.4.05.8000;2024;{12495};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
TRF5;0800902-23.2025.4.05.8000;2025;{12496};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE SAO MIGUEL DOS CAMPOS,SANTA CASA DE MISERICORDIA DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO,ASSOCIACAO PRIVADA}
TRF5;0805696-24.2024.4.05.8000;2024;{12494};{DEFENSORIA PUBLICA DA UNIAO};{ORGAO PUBLICO AUTONOMO FEDERAL};{ADVOCACIA GERAL DA UNIAO,ESTADO DE ALAGOAS,MUNICIPIO DE MACEIO};{ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,ESTADO OU DISTRITO FEDERAL,MUNICIPIO}
